1,1547528724160825967,7.803999900817871,1547528723068242073,0.7665266990661621,-0.022235484793782234,1547528724328298807,img_1.jpeg,1547528724522746696,img_1.jpeg
2,1547528799566227912,9.055999755859375,1547528798573791027,0.7665014266967773,-0.02367171086370945,1547528799859179020,img_2.jpeg,1547528800010887345,img_2.jpeg
3,1547528827368311882,11.687000274658203,1547528826555788040,0.06942033767700195,-0.025710225105285645,1547528827781498909,img_3.jpeg,1547528827892157987,img_3.jpeg
4,1547528867571075916,16.4689998626709,1547528867068254947,0.02737712860107422,-0.02851657196879387,1547528868292298794,img_4.jpeg,1547528868497029888,img_4.jpeg
5,1547528894172962903,20.160999298095703,1547528893188010931,0.027282238006591797,-0.024092717096209526,1547528894406698942,img_5.jpeg,1547528894518553833,img_5.jpeg
6,1547528986979594945,25.06999969482422,1547528986165380001,0.0266265869140625,-0.024725770577788353,1547528987414138794,img_6.jpeg,1547528987597257543,img_6.jpeg
7,1547529010181519031,28.756999969482422,1547529009064361095,0.026661396026611328,-0.022192377597093582,1547529010314458847,img_7.jpeg,1547529010471781503,img_7.jpeg
8,1547529042783652067,33.98899841308594,1547529041781243085,-0.03381187120546514,-0.022864900529384613,1547529043057898998,img_8.jpeg,1547529043213579236,img_8.jpeg
9,1547529086186584949,37.79999923706055,1547529085118004083,-0.03403693834413701,-0.02295018546283245,1547529086381018877,img_9.jpeg,1547529086534291795,img_9.jpeg
10,1547529321603363037,38.762001037597656,1547529320437148094,-0.03414374986757451,-0.022828854620456696,1547529321678458929,img_10.jpeg,1547529321869911988,img_10.jpeg
11,1547529364806327104,30.684999465942383,1547529364086569070,-0.03434211412538701,-0.025369254872202873,1547529365336378813,img_11.jpeg,1547529365482952805,img_11.jpeg
12,1547529391808312892,26.638999938964844,1547529390906605005,-0.034217182789937794,-0.024885322898626328,1547529392187338829,img_12.jpeg,1547529392359813858,img_12.jpeg
13,1547529423410594940,21.343000411987305,1547529422538672924,-0.03426820436586553,-0.023189537227153778,1547529423859418869,img_13.jpeg,1547529423955003363,img_13.jpeg
14,1547529442611777067,18.2810001373291,1547529441802335023,-0.03424102464784795,-0.023898158222436905,1547529443076938868,img_14.jpeg,1547529443257243066,img_14.jpeg
15,1547529470613938093,14.711000442504883,1547529469655731916,-0.034289185200826466,-0.024248778820037842,1547529470932298899,img_15.jpeg,1547529470992544676,img_15.jpeg
16,1547529493215475082,10.800000190734863,1547529492102277040,0.07377433776855469,-0.023224275559186935,1547529493430858850,img_16.jpeg,1547529493584487487,img_16.jpeg
17,1547529514216989994,7.709000110626221,1547529513056178092,0.23020410537719727,-0.02198849618434906,1547529514389338970,img_17.jpeg,1547529514460327484,img_17.jpeg
18,1547529541418802976,5.000999927520752,1547529540234040975,0.46411561965942383,-0.0226419847458601,1547529541508138895,img_18.jpeg,1547529541623510699,img_18.jpeg
19,1547529592822457075,3.252000093460083,1547529591927222967,0.5995464324951172,-0.02540120668709278,1547529593268218994,img_19.jpeg,1547529593383541101,img_19.jpeg
20,1547529630625140905,4.329999923706055,1547529629526385068,-0.23025209108461553,-0.02257225662469864,1547529630832778931,img_20.jpeg,1547529630984873603,img_20.jpeg
21,1547529650826718091,8.508999824523926,1547529649700145006,-0.38827830949892217,-0.023312468081712723,1547529651054698944,img_21.jpeg,1547529651145205744,img_21.jpeg
22,1547529675628701925,13.498000144958496,1547529674857515096,-0.38850576082338506,-0.02592242695391178,1547529676164698839,img_22.jpeg,1547529676305874921,img_22.jpeg
23,1547529708030849933,18.413999557495117,1547529706944792032,-0.38867026964296514,-0.023373562842607498,1547529708305498838,img_23.jpeg,1547529708478621646,img_23.jpeg
24,1547529732832628965,24.01799964904785,1547529732106600999,-0.38864165941347295,-0.02558378502726555,1547529733415498972,img_24.jpeg,1547529733497120245,img_24.jpeg
25,1547529785436461925,31.631999969482422,1547529784234067916,-0.38865930238832647,-0.022977102547883987,1547529785577338934,img_25.jpeg,1547529785682625170,img_25.jpeg
26,1547529834040005922,34.755001068115234,1547529832841962099,-0.38870507875551397,-0.023476190865039825,1547529834190298796,img_26.jpeg,1547529834294727889,img_26.jpeg
27,1547529872742778062,28.538000106811523,1547529871517743110,-0.486424748097555,-0.022578375414013863,1547529872826218843,img_27.jpeg,1547529872897068729,img_27.jpeg
28,1547529898944755077,21.37700080871582,1547529897786051988,-0.4865306059466761,-0.023730255663394928,1547529899141498804,img_28.jpeg,1547529899204023955,img_28.jpeg
29,1547529925546634912,14.680999755859375,1547529924368117094,-0.48656970659364873,-0.023373495787382126,1547529925724618912,img_29.jpeg,1547529925941775561,img_29.jpeg
30,1547529947148217916,10.427000045776367,1547529946029227018,-0.4865372816668909,-0.0234234519302845,1547529947419658899,img_30.jpeg,1547529947532607406,img_30.jpeg
31,1547529967749798059,6.559000015258789,1547529966685604095,-0.6118634382831019,-0.02383377030491829,1547529968043339014,img_31.jpeg,1547529968118120815,img_31.jpeg
32,1547529990351161003,4.172999858856201,1547529989136001110,-1.1096857229815882,-0.022765301167964935,1547529990474938869,img_32.jpeg,1547529990565966874,img_32.jpeg
